8,5,7,11,21,22,48
7,4,6,11,22,30,42
2,3,7,31,32,40,41
2,2,4,16,29,38,45
6,1,2,16,20,22,32
8,6,8,23,24,35,36
0,3,17,23,25,29,44
5,2,5,7,14,40,41
1,2,13,28,30,32,36
1,19,21,30,39,47,49
3,3,12,26,30,38,47
6,5,6,7,10,15,23
1,6,14,16,25,43,49
5,3,18,19,29,42,49
8,5,10,19,31,35,43
2,2,22,31,32,39,43
9,7,22,28,36,43,44
2,7,9,13,14,17,36
9,3,8,11,17,20,49
9,11,16,19,29,41,43
1,3,18,28,29,38,48
3,11,17,20,26,28,38
4,3,11,18,29,33,46
6,2,8,15,28,31,36
0,11,20,30,31,34,40
7,3,6,26,38,39,47
2,6,19,25,31,40,47
4,11,14,16,24,36,42
7,3,9,17,31,36,39
3,3,8,9,34,35,39
8,13,17,19,25,28,42
1,5,15,21,27,29,48
3,2,6,25,27,29,30
9,2,3,22,29,35,37
4,1,22,26,37,39,44
9,1,17,19,31,34,38
9,12,22,24,37,41,43
3,12,16,28,40,42,48
2,10,21,22,23,30,40
3,4,11,20,21,30,46
8,8,13,22,32,40,43
3,7,14,26,30,33,43
2,3,23,31,32,37,41
3,17,27,42,43,46,47
5,3,9,12,35,44,48
3,9,11,22,29,46,48
9,14,25,29,38,44,46
8,9,32,38,40,44,49
5,4,10,14,24,38,40
7,7,16,21,23,26,33
2,9,18,20,22,24,25
1,10,12,13,30,36,45
5,9,12,15,19,24,38
2,12,13,22,30,35,36
7,6,12,13,28,32,33
1,5,12,15,16,35,46
4,9,19,24,39,42,43
5,9,16,19,24,36,42
5,7,12,19,30,33,35
7,11,28,31,36,38,42
7,1,24,30,33,39,47
6,13,20,22,41,42,49
0,4,9,15,19,26,48
6,7,18,22,38,39,49
3,5,6,17,19,27,38
9,2,12,18,34,35,44
5,4,5,17,25,27,35
8,4,26,27,40,44,46
3,6,9,10,22,32,43
6,6,8,23,24,25,46
1,16,19,25,36,39,48
9,20,28,31,36,44,45
1,5,8,14,23,29,38
4,6,22,39,41,43,49
2,11,15,16,26,32,36
8,2,18,23,26,42,46
8,24,32,36,37,45,48
5,3,12,15,26,34,36
2,17,18,42,46,47,49
1,7,9,16,17,26,32
4,4,18,29,33,42,44
5,10,15,16,18,35,37
1,7,8,17,31,44,48
3,4,18,21,29,36,43
5,25,26,30,32,39,46
7,8,9,11,19,31,48
1,5,13,24,28,38,47
3,5,13,16,33,34,44
9,10,16,24,32,43,45
4,4,7,12,27,31,38
9,3,12,23,33,36,41
3,1,7,10,23,25,40
6,7,10,29,30,34,46
4,3,22,30,36,38,43
1,5,7,8,11,20,24
0,4,6,20,28,42,48
4,14,17,21,37,42,47
9,6,12,32,39,43,46
1,13,16,28,38,48,49
8,18,24,28,30,35,49
4,3,4,25,46,47,48
3,12,13,22,23,40,44
1,3,7,23,34,35,48
6,6,10,30,35,38,48
3,2,14,34,35,40,41
9,1,19,23,25,28,30
1,9,11,20,21,26,42
8,2,7,22,30,32,39
9,9,21,24,37,39,42
4,2,5,6,16,21,31
9,2,7,13,16,27,34
0,10,13,16,29,40,44
5,5,13,17,19,31,41
0,20,21,24,27,28,43
2,12,23,27,35,42,47
1,3,6,11,21,43,44
5,6,11,12,17,42,47
5,6,20,28,33,38,43
5,12,21,30,32,41,44
4,1,6,7,13,28,34
3,2,18,26,32,36,39
8,6,10,15,18,41,44
0,6,10,22,24,38,41
3,3,4,18,25,26,45
2,5,17,26,29,37,39
5,3,17,26,29,31,41
0,5,6,19,34,41,49
5,9,15,20,25,33,38
7,14,26,28,30,33,38
3,9,10,11,12,13,37
7,6,8,11,20,40,41
1,5,6,7,21,31,45
5,3,11,15,22,37,40
6,3,24,30,36,41,46
8,2,5,10,15,29,49
4,1,3,22,28,31,35
7,7,9,10,18,23,36
5,14,15,16,25,29,47
3,14,18,21,25,39,43
2,18,19,23,39,40,47
6,6,11,17,18,32,33
3,8,23,24,32,38,45
3,7,11,25,27,33,39
9,16,32,38,43,44,49
6,1,6,14,40,42,47
3,4,31,34,35,36,46
5,9,13,16,19,39,48
4,1,3,21,23,39,42
6,4,7,24,31,33,45
8,6,19,21,32,34,37
0,1,23,32,34,36,44
9,12,14,16,26,27,31
0,11,15,27,29,30,48
1,1,12,25,35,42,49
8,22,23,28,30,31,35
4,4,9,21,26,39,43
7,4,14,24,30,41,48
9,6,8,17,31,33,49
8,1,8,9,13,41,45
2,14,24,28,32,37,47
6,10,13,14,19,25,31
0,4,5,18,26,34,48
9,1,5,6,11,25,37
6,8,11,24,32,33,44
7,7,17,24,30,38,46
3,4,10,14,23,32,35
2,1,16,21,29,44,47
6,9,11,22,29,30,41
6,5,8,12,18,26,43
6,16,17,22,28,44,46
9,3,4,6,10,24,32
5,14,25,33,38,43,45
7,10,36,43,44,45,48
7,15,20,22,27,39,49
6,17,19,28,36,37,38
3,10,17,41,42,43,46
6,5,11,19,20,32,43
5,1,19,33,38,39,46
1,8,11,22,29,46,47
9,11,12,15,29,41,48
8,1,7,18,27,37,47
6,6,8,22,38,43,47
5,7,27,42,45,46,47
2,21,22,29,37,40,49
9,12,13,14,23,25,47
5,6,25,26,27,28,47
3,21,23,29,36,41,42
6,24,27,31,42,44,46
1,3,18,31,35,41,42
0,20,25,27,30,38,43
0,2,20,25,41,45,49
7,3,16,22,36,46,48
5,1,6,7,16,19,41
6,4,8,10,28,32,42
1,15,21,23,39,43,48
9,6,12,23,25,40,46
1,3,4,5,19,30,41
1,13,16,19,27,39,48
4,6,7,26,27,30,46
8,7,16,22,29,32,38
8,12,20,23,28,34,43
9,14,20,37,41,44,47
6,2,11,15,36,46,47
7,14,29,33,37,39,46
7,3,5,14,17,39,44
7,4,11,21,22,34,35
6,1,3,7,11,23,36
6,7,9,20,38,41,43
9,3,6,7,9,18,45
7,2,6,26,38,40,43
3,7,13,14,29,35,41
1,3,7,20,27,39,49
5,14,15,16,34,40,47
7,2,11,26,30,33,38
0,4,6,14,27,28,46
2,4,8,11,12,14,29
0,2,3,11,24,31,44
6,8,20,23,24,37,48
0,15,16,22,29,41,48
0,2,12,22,34,40,45
0,1,4,5,18,26,43
2,8,12,15,37,41,48
4,6,16,21,32,35,38
3,16,20,31,33,42,45
7,3,19,28,29,33,41
2,10,11,35,37,41,42
1,14,17,18,32,42,47
4,5,12,13,33,38,39
9,11,19,20,30,35,42
2,9,18,34,43,45,48
6,5,17,18,30,31,42
7,18,19,20,22,33,43
6,4,17,30,41,46,47
5,18,25,30,37,39,44
4,4,7,16,20,31,36
1,7,10,15,35,38,39
0,7,13,29,36,42,48
9,6,10,15,24,28,45
3,3,9,14,26,30,42
2,16,22,24,28,38,48
7,2,3,26,44,45,46
2,3,16,26,30,36,42
8,8,12,16,23,28,44
1,2,3,16,18,20,35
1,1,12,13,22,43,47
2,2,19,26,28,44,46
5,2,6,15,22,26,28
2,1,4,5,24,30,42
3,8,12,17,29,37,44
9,10,14,18,24,33,44
7,6,15,16,31,33,34
8,1,2,16,22,39,49
8,18,31,32,33,40,41
4,7,11,12,25,28,33
1,5,26,37,38,40,49
5,15,17,22,28,29,41
0,9,10,19,23,28,41
2,4,17,18,24,39,49
2,4,6,18,22,29,36
0,1,18,29,33,47,49
9,7,9,17,26,29,40
6,5,12,24,33,40,45
4,4,11,17,25,39,48
3,14,15,20,25,28,41
3,1,8,24,29,31,48
9,9,19,21,33,48,49
8,12,17,23,29,42,46
9,14,19,36,41,43,46
1,3,6,10,24,37,47
8,3,10,12,26,31,44
7,6,12,29,35,42,47
4,3,30,32,37,44,48
6,1,3,6,24,31,43
3,9,13,21,24,27,36
1,1,7,10,22,33,46
8,13,18,21,32,34,47
5,9,15,19,22,40,41
4,8,14,17,26,27,45
8,1,23,30,35,43,47
0,3,12,27,36,42,45
6,10,13,31,34,46,48
0,14,18,19,25,35,46
8,9,21,23,31,34,39
3,7,12,14,15,19,46
0,2,16,25,26,27,40
3,12,14,16,19,29,47
9,18,23,33,34,40,48
8,10,18,19,31,33,47
5,10,16,25,28,34,49
4,2,17,19,32,34,38
8,18,20,30,32,43,45
3,24,26,32,35,38,39
6,1,13,16,29,30,31
5,5,13,23,31,47,48
7,7,10,15,25,37,49
9,1,8,10,16,17,40
3,7,10,33,37,43,46
7,10,13,32,37,46,48
4,20,26,30,39,47,49
6,9,11,26,29,35,46
5,4,10,15,37,44,49
0,9,10,16,22,31,44
5,1,3,31,33,40,41
1,1,5,9,13,26,41
6,1,10,17,23,28,38
4,6,19,25,30,33,42
2,1,4,38,39,46,47
7,2,13,17,35,36,49
9,5,14,15,20,22,38
8,1,5,11,13,20,49
4,8,15,16,17,27,35
6,1,6,9,21,26,37
6,14,26,28,30,36,43
5,2,11,14,35,39,49
9,16,32,34,37,42,44
5,10,19,20,31,39,41
9,5,13,15,26,30,44
4,10,13,19,26,31,41
4,2,5,29,46,47,48
6,6,9,10,21,30,36
3,5,9,17,24,39,45
2,19,25,30,35,40,46
3,5,6,22,31,35,42
6,2,5,30,33,44,48
5,6,13,21,27,38,45
7,7,12,13,33,48,49
1,2,8,12,17,19,27
8,8,19,35,40,41,43
3,2,6,10,11,34,44
4,4,5,28,32,44,49
9,4,6,8,15,26,30
0,4,16,18,37,38,42
7,1,34,37,40,44,49
7,10,14,20,27,33,41
5,1,18,22,30,34,44
5,1,18,20,28,40,49
5,5,25,29,43,47,48
1,5,6,7,17,18,39
2,6,13,23,26,30,33
6,15,21,26,34,42,43
0,6,25,26,33,45,47
9,11,12,17,23,43,49
2,6,14,28,30,37,39
1,2,10,30,34,41,49
5,23,28,30,31,37,45
2,6,14,16,35,42,48
9,1,8,22,32,33,43
3,3,7,31,37,40,41
1,8,14,18,25,30,36
0,7,11,18,19,21,27
0,1,3,6,11,24,43
8,2,3,15,20,31,35
2,3,34,35,37,46,47
5,1,8,11,18,24,29
4,4,15,18,21,32,45
2,11,15,38,41,44,46
1,7,20,25,26,34,37
1,1,5,6,17,28,41
5,14,21,32,33,35,48
2,22,29,35,37,39,47
9,7,13,19,29,38,41
5,16,32,33,40,42,43
7,2,21,26,32,36,48
6,11,15,18,43,44,45
8,5,7,8,26,28,36
6,1,12,19,26,30,48
8,9,32,35,38,42,43
5,6,13,20,33,39,41
1,2,6,9,19,20,47
8,13,19,20,38,39,44
3,1,2,6,15,38,39
7,4,27,28,31,38,44
9,26,32,41,42,45,47
6,1,10,12,19,21,47
9,5,16,39,43,47,48
8,13,18,36,40,42,48
3,11,17,32,34,37,49
4,33,34,38,42,43,44
2,6,24,28,29,34,35
7,3,21,23,38,39,42
1,4,11,18,22,30,45
3,1,3,4,22,29,30
3,27,29,37,42,45,47
2,5,13,21,37,39,48
7,12,14,17,22,45,46
1,20,27,29,32,34,38
3,3,4,23,27,28,37
1,10,11,13,28,39,40
9,5,9,11,14,26,39
5,1,2,14,17,25,49
7,6,9,15,38,41,42
9,3,13,19,21,25,42
8,2,16,28,37,39,49
6,14,22,28,30,41,46
6,3,12,22,32,45,46
4,7,13,18,33,36,39
9,17,20,24,25,27,41
3,1,5,7,25,42,46
4,1,3,4,9,28,32
4,12,22,29,30,31,38
2,1,19,22,23,41,45
